Date,Pays,Deces,diffDeces0,diffDecesHier,pctgrow,daySince0,moyenne7
2020-04-02,"Bosnie-Herzégovine",13,3,0,,12.0,0.35
2020-04-02,"Brésil",240,84,39,1.15,16.0,0.32
2020-04-02,Bulgarie,10,0,2,-1.0,22.0,-0.92
2020-04-02,"Burkina Faso",16,0,2,-1.0,15.0,-0.47
2020-04-02,"Bélarus",2,2,1,1.0,2.0,0.5
2020-04-02,Cameroun,6,1,0,,8.0,-1.0
2020-04-02,Canada,109,30,8,2.75,24.0,0.95
2020-04-02,Chili,16,2,4,-0.5,11.0,0.36
2020-04-02,Chypre,9,1,1,0.0,11.0,-0.38
2020-04-02,Colombie,17,2,1,1.0,11.0,-0.05
2020-04-02,"Corée du Sud",165,4,3,0.33,42.0,0.05
2020-04-02,"Costa Rica",2,0,0,,14.0,
2020-04-02,Croatie,6,1,0,,14.0,-0.83
2020-04-02,Cuba,6,0,0,,15.0,-0.5
2020-04-02,Danemark,104,19,14,0.36,19.0,0.29
2020-04-02,Espagne,9387,961,923,0.04,30.0,0.05
2020-04-02,Estonie,5,6,1,5.0,8.0,1.33
2020-04-02,Finlande,17,2,0,,12.0,0.0
2020-04-02,France,4032,1355,509,1.66,47.0,0.3
2020-04-02,"Fédération de Russie",24,6,7,-0.14,14.0,1.0
2020-04-02,Ghana,5,0,0,,12.0,-1.0
2020-04-02,"Grèce",50,3,1,2.0,22.0,0.31
2020-04-02,Guadeloupe,6,0,2,-1.0,11.0,-0.33
2020-04-02,Honduras,10,4,3,0.33,7.0,-0.17
2020-04-02,Hong-Kong,4,0,0,,58.0,
2020-04-02,Hongrie,20,1,4,-0.75,18.0,0.55
2020-04-02,Inde,58,14,23,-0.39,22.0,0.88
2020-04-02,"Indonésie",157,13,21,-0.38,22.0,0.06
2020-04-02,Iraq,52,2,2,0.0,29.0,-0.4
2020-04-02,Irlande,85,13,14,-0.07,22.0,0.48
2020-04-02,Islande,2,2,0,,18.0,
2020-04-02,"Israël",26,10,6,0.67,12.0,0.47
2020-04-02,Italie,13155,760,727,0.05,41.0,0.02
2020-04-02,"Jamaïque",3,0,2,-1.0,14.0,-1.0
2020-04-02,Japon,57,5,1,4.0,49.0,0.44
2020-04-02,Jordanie,5,0,0,,6.0,-0.67
2020-04-02,Kazakhstan,3,0,1,-1.0,7.0,-0.67
2020-04-02,Liban,14,2,2,0.0,23.0,-0.1
2020-04-02,Lituanie,8,1,0,,12.0,-0.33
2020-04-02,Luxembourg,29,1,6,-0.83,19.0,1.14
2020-04-02,"Macédoine",11,0,2,-1.0,11.0,0.1
2020-04-02,Malaisie,45,5,2,1.5,16.0,1.2
2020-04-02,Mali,3,0,1,-1.0,4.0,-0.67
2020-04-02,Maroc,39,5,3,0.67,23.0,0.88
2020-04-02,Martinique,3,0,0,,17.0,-1.0
2020-04-02,Maurice,6,1,1,0.0,12.0,-0.5
2020-04-02,Mexique,29,8,1,7.0,14.0,1.3
2020-04-02,Moldavie,5,1,1,0.0,15.0,-0.5
2020-04-02,Montenegro,2,0,0,,10.0,-1.0
2020-04-02,Niger,5,0,2,-1.0,8.0,-1.0
2020-04-02,"Nigéria",2,0,0,,10.0,-1.0
2020-04-02,"Norvège",44,6,5,0.2,19.0,0.29
2020-04-02,"Ouzbékistan",2,0,0,,6.0,-0.5
2020-04-02,Pakistan,27,7,1,6.0,14.0,1.27
2020-04-02,Paraguay,3,0,0,,12.0,
2020-04-02,Pays-Bas,1175,166,135,0.23,27.0,0.18
2020-04-02,Philippines,96,11,8,0.38,60.0,0.28
2020-04-02,Pologne,43,14,10,0.4,21.0,0.81
2020-04-02,Portugal,187,22,27,-0.19,16.0,0.07
2020-04-02,"Pérou",38,17,8,1.13,13.0,0.73
2020-04-02,Qatar,2,1,0,,5.0,-1.0
2020-04-02,Roumanie,92,23,10,1.3,11.0,0.72
2020-04-02,Royaume-Uni,2357,569,564,0.01,28.0,0.33
2020-04-02,"Rép. Dém. du Congo",9,4,1,3.0,12.0,0.0
2020-04-02,"République Dominicaine",57,3,6,-0.5,16.0,0.1
2020-04-02,"République Tchèque",39,5,8,-0.38,11.0,0.11
2020-04-02,Saint-Marin,26,4,0,,30.0,-0.89
2020-04-02,Serbie,28,3,12,-0.75,13.0,-0.68
2020-04-02,Singapour,3,1,0,,12.0,-1.0
2020-04-02,"Slovénie",15,2,0,,19.0,-0.25
2020-04-02,"Sri Lanka",3,1,1,0.0,5.0,-0.67
2020-04-02,Suisse,488,48,55,-0.13,28.0,0.07
2020-04-02,"Suède",239,69,59,0.17,22.0,1.15
2020-04-02,Syrie,2,0,0,,4.0,-0.5
2020-04-02,"Taïwan",5,0,0,,46.0,-1.0
2020-04-02,"Thaïlande",12,3,2,0.5,32.0,0.33
2020-04-02,Togo,2,0,1,-1.0,6.0,-1.0
2020-04-02,"Trinité-et-Tobago",5,0,2,-1.0,8.0,-0.67
2020-04-02,Tunisie,12,2,2,0.0,14.0,-0.5
2020-04-02,Turquie,277,79,63,0.25,16.0,0.27
2020-04-02,Ukraine,20,2,3,-0.33,20.0,0.2
2020-04-02,Uruguay,2,2,1,1.0,4.0,0.0
2020-04-02,Venezuela,3,2,0,,6.0,-0.67
2020-04-02,"Égypte",52,6,6,0.0,25.0,0.59
2020-04-02,"Émirats Arabes Unis",8,0,2,-1.0,13.0,0.13
2020-04-02,"Équateur",93,27,18,0.5,19.0,1.51
2020-04-02,"États-Unis",4757,1169,884,0.32,33.0,0.26
2020-04-03,Afghanistan,6,0,2,-1.0,12.0,-1.0
2020-04-03,"Afrique du Sud",5,4,0,,7.0,-0.25
2020-04-03,Albanie,16,1,1,0.0,23.0,0.2
2020-04-03,"Algérie",86,19,28,-0.32,22.0,0.74
2020-04-03,Allemagne,1107,168,187,-0.1,25.0,0.13
2020-04-03,Andorre,15,1,1,0.0,12.0,-0.07
2020-04-03,Angola,2,0,0,,5.0,-1.0
2020-04-03,"Arabie Saoudite",21,4,5,-0.2,10.0,0.73
2020-04-03,Argentine,36,3,8,-0.63,26.0,1.15
2020-04-03,"Arménie",7,0,3,-1.0,8.0,0.0
2020-04-03,Australie,24,4,4,0.0,33.0,0.42
2020-04-03,Autres,13,0,0,,43.0,-1.0
2020-04-03,Autriche,158,10,12,-0.17,22.0,0.06
2020-04-03,"Azerbaïdjan",5,0,0,,21.0,-1.0
2020-04-03,"Bahreïn",4,0,0,,18.0,
2020-04-03,Bangladesh,6,0,0,,16.0,-1.0
2020-04-03,Belgique,1011,132,183,-0.28,23.0,0.2
2020-04-03,Bolivie,8,1,1,0.0,5.0,0.23
2020-04-03,"Bosnie-Herzégovine",16,1,3,-0.67,13.0,0.18
2020-04-03,"Brésil",324,35,84,-0.58,17.0,0.26
2020-04-03,Bulgarie,10,4,0,,23.0,-0.92
2020-04-03,"Burkina Faso",16,0,0,,16.0,-0.5
2020-04-03,"Bélarus",4,0,2,-1.0,3.0,0.0
2020-04-03,Cameroun,7,1,1,0.0,9.0,-0.67
2020-04-03,Canada,139,40,30,0.33,25.0,0.85
2020-04-03,Chili,18,4,2,1.0,12.0,0.5
2020-04-03,Chypre,10,1,1,0.0,12.0,-0.3
2020-04-03,Colombie,19,6,2,2.0,12.0,0.55
2020-04-03,"Congo (Brazzaville)",2,0,2,-1.0,1.0,-1.0
2020-04-03,"Corée du Sud",169,5,4,0.25,43.0,0.0
2020-04-03,"Costa Rica",2,0,0,,15.0,
2020-04-03,Croatie,7,1,1,0.0,15.0,-0.5
2020-04-03,Cuba,6,0,0,,16.0,-0.33
2020-04-03,Danemark,123,16,19,-0.16,20.0,0.19
2020-04-03,"El Salvador",2,0,1,-1.0,3.0,-1.0
2020-04-03,Espagne,10348,850,961,-0.12,31.0,0.02
2020-04-03,Estonie,11,1,6,-0.83,9.0,0.79
2020-04-03,Finlande,19,1,2,-0.5,13.0,-0.08
2020-04-03,France,5387,1120,1355,-0.17,48.0,0.3
2020-04-03,"Fédération de Russie",30,4,6,-0.33,15.0,0.77
2020-04-03,Ghana,5,0,0,,13.0,-1.0
2020-04-03,"Grèce",53,10,3,2.33,23.0,0.72
2020-04-03,Guadeloupe,6,1,0,,12.0,-0.33
2020-04-03,Honduras,14,1,4,-0.75,8.0,-0.1
2020-04-03,Hong-Kong,4,0,0,,59.0,
2020-04-03,Hongrie,21,5,1,4.0,19.0,1.13
2020-04-03,Inde,72,0,14,-1.0,23.0,0.88
2020-04-03,"Indonésie",170,11,13,-0.15,23.0,0.12
2020-04-03,Iraq,54,0,2,-1.0,30.0,-0.5
2020-04-03,Irlande,98,22,13,0.69,23.0,0.68
2020-04-03,Islande,4,0,2,-1.0,19.0,-1.0
2020-04-03,"Israël",36,4,10,-0.6,13.0,0.32
2020-04-03,Italie,13915,766,760,0.01,42.0,-0.02
2020-04-03,"Jamaïque",3,0,0,,15.0,-1.0
2020-04-03,Japon,62,1,5,-0.8,50.0,0.31
2020-04-03,Jordanie,5,0,0,,7.0,-0.67
2020-04-03,Kazakhstan,3,3,0,,8.0,-0.5
2020-04-03,Kenya,3,1,2,-0.5,8.0,-0.5
2020-04-03,Liban,16,1,2,-0.5,24.0,-0.17
2020-04-03,Lituanie,9,0,1,-1.0,13.0,-0.5
2020-04-03,Luxembourg,30,1,1,0.0,20.0,0.43
2020-04-03,"Macédoine",11,1,0,,12.0,0.1
2020-04-03,Malaisie,50,3,5,-0.4,17.0,1.15
2020-04-03,Mali,3,0,0,,5.0,-0.67
2020-04-03,Maroc,44,4,5,-0.2,24.0,0.65
2020-04-03,Martinique,3,0,0,,18.0,-1.0
2020-04-03,Maurice,7,0,1,-1.0,13.0,-0.63
2020-04-03,Mexique,37,13,8,0.63,15.0,1.25
2020-04-03,Moldavie,6,2,1,1.0,16.0,-0.13
2020-04-03,Montenegro,2,0,0,,11.0,-1.0
2020-04-03,Niger,5,0,0,,9.0,-1.0
2020-04-03,"Nigéria",2,2,0,,11.0,-1.0
2020-04-03,"Norvège",50,9,6,0.5,20.0,0.32
2020-04-03,"Ouzbékistan",2,0,0,,7.0,-0.5
2020-04-03,Pakistan,34,6,7,-0.14,15.0,1.11
2020-04-03,Paraguay,3,0,0,,13.0,
2020-04-03,Pays-Bas,1341,149,166,-0.1,28.0,0.1
2020-04-03,Philippines,107,29,11,1.64,61.0,0.48
2020-04-03,Pologne,57,14,14,0.0,22.0,0.98
2020-04-03,Portugal,209,37,22,0.68,17.0,0.17
2020-04-03,"Pérou",55,6,17,-0.65,14.0,0.53
2020-04-03,Qatar,3,0,1,-1.0,6.0,-1.0
2020-04-03,Roumanie,115,18,23,-0.22,12.0,0.76
2020-04-03,Royaume-Uni,2926,685,569,0.2,29.0,0.27
2020-04-03,"Rép. Dém. du Congo",13,0,4,-1.0,13.0,0.0
2020-04-03,"République Dominicaine",60,8,3,1.67,17.0,0.33
2020-04-03,"République Tchèque",44,9,5,0.8,12.0,0.41
2020-04-03,Saint-Marin,30,0,4,-1.0,31.0,-0.92
2020-04-03,Serbie,31,8,3,1.67,14.0,-0.15
2020-04-03,Singapour,4,1,1,0.0,13.0,-0.5
2020-04-03,"Slovénie",17,3,2,0.5,20.0,-0.63
2020-04-03,"Sri Lanka",4,0,1,-1.0,6.0,-0.75
2020-04-03,Suisse,536,55,48,0.15,29.0,0.08
2020-04-03,"Suède",308,50,69,-0.28,23.0,0.96
2020-04-03,Syrie,2,0,0,,5.0,-0.5
2020-04-03,"Taïwan",5,0,0,,47.0,-1.0
2020-04-03,"Thaïlande",15,4,3,0.33,33.0,0.33
2020-04-03,Togo,2,1,0,,7.0,-1.0
2020-04-03,"Trinité-et-Tobago",5,1,0,,9.0,-0.67
2020-04-03,Tunisie,14,4,2,1.0,15.0,0.0
2020-04-03,Turquie,356,69,79,-0.13,17.0,0.25
2020-04-03,Ukraine,22,5,2,1.5,21.0,0.42
2020-04-03,Uruguay,4,0,2,-1.0,5.0,-0.33
2020-04-03,Venezuela,5,2,2,0.0,7.0,-0.5
2020-04-03,"Égypte",58,8,6,0.33,26.0,0.49
2020-04-03,"Émirats Arabes Unis",8,1,0,,14.0,0.13
2020-04-03,"Équateur",120,25,27,-0.07,20.0,1.59
2020-04-03,"États-Unis",5926,1161,1169,-0.01,34.0,0.2
2020-04-04,Afghanistan,6,1,0,,13.0,-1.0
2020-04-04,"Afrique du Sud",9,0,4,-1.0,8.0,-0.25
2020-04-04,Albanie,17,3,1,2.0,24.0,0.6
2020-04-04,"Algérie",105,25,19,0.32,23.0,0.5
2020-04-04,Allemagne,1275,169,168,0.01,26.0,0.1
2020-04-04,Andorre,16,1,1,0.0,13.0,-0.06
2020-04-04,Angola,2,0,0,,6.0,-1.0
2020-04-04,"Arabie Saoudite",25,4,4,0.0,11.0,0.61
2020-04-04,Argentine,39,4,3,0.33,27.0,1.17
2020-04-04,"Arménie",7,0,0,,9.0,0.0
2020-04-04,Australie,28,2,4,-0.5,34.0,0.29
2020-04-04,Autres,13,0,0,,44.0,-1.0
2020-04-04,Autriche,168,18,10,0.8,23.0,0.16
2020-04-04,"Azerbaïdjan",5,0,0,,22.0,-1.0
2020-04-04,"Bahreïn",4,0,0,,19.0,
2020-04-04,Bangladesh,6,2,0,,17.0,-1.0
2020-04-04,Belgique,1143,140,132,0.06,24.0,0.22
2020-04-04,Bolivie,9,1,1,0.0,6.0,0.19
2020-04-04,"Bosnie-Herzégovine",17,4,1,3.0,14.0,0.68
2020-04-04,"Brésil",359,86,35,1.46,18.0,0.43
2020-04-04,Bulgarie,14,3,4,-0.25,24.0,-0.75
2020-04-04,"Burkina Faso",16,0,0,,17.0,-0.63
2020-04-04,"Bélarus",4,1,0,,4.0,0.0
2020-04-04,Cameroun,8,1,1,0.0,10.0,-0.33
2020-04-04,Canada,179,39,40,-0.03,26.0,0.93
2020-04-04,Chili,22,5,4,0.25,13.0,0.54
2020-04-04,Chypre,11,0,1,-1.0,13.0,-0.3
2020-04-04,Colombie,25,7,6,0.17,13.0,0.49
2020-04-04,"Congo (Brazzaville)",2,0,0,,2.0,-1.0
2020-04-04,"Corée du Sud",174,3,5,-0.4,44.0,-0.01
2020-04-04,"Costa Rica",2,0,0,,16.0,
2020-04-04,Croatie,8,4,1,3.0,16.0,0.38
2020-04-04,Cuba,6,0,0,,17.0,-0.33
2020-04-04,Danemark,139,22,16,0.38,21.0,0.21
2020-04-04,"El Salvador",2,1,0,,4.0,-1.0
2020-04-04,Espagne,11198,749,850,-0.12,32.0,-0.01
2020-04-04,Estonie,12,1,1,0.0,10.0,0.63
2020-04-04,Finlande,20,5,1,4.0,14.0,0.58
2020-04-04,France,6507,1053,1120,-0.06,49.0,0.28
2020-04-04,"Fédération de Russie",34,9,4,1.25,16.0,1.15
2020-04-04,Ghana,5,0,0,,14.0,-1.0
2020-04-04,"Grèce",63,5,10,-0.5,24.0,0.5
2020-04-04,Guadeloupe,7,0,1,-1.0,13.0,-0.5
2020-04-04,Honduras,15,0,1,-1.0,9.0,-0.28
2020-04-04,Hong-Kong,4,0,0,,60.0,
2020-04-04,Hongrie,26,6,5,0.2,20.0,0.99
2020-04-04,Inde,72,14,0,,24.0,0.88
2020-04-04,"Indonésie",181,10,11,-0.09,24.0,0.01
2020-04-04,Iraq,54,2,0,,31.0,-0.5
2020-04-04,Irlande,120,17,22,-0.23,24.0,0.12
2020-04-04,Islande,4,0,0,,20.0,-1.0
2020-04-04,"Israël",40,4,4,0.0,14.0,0.48
2020-04-04,Italie,14681,681,766,-0.11,43.0,-0.03
2020-04-04,"Jamaïque",3,0,0,,16.0,-1.0
2020-04-04,Japon,63,14,1,13.0,51.0,2.39
2020-04-04,Jordanie,5,0,0,,8.0,-0.5
2020-04-04,Kazakhstan,6,-1,3,-1.33,9.0,-0.78
2020-04-04,Kenya,4,0,1,-1.0,9.0,-0.75
2020-04-04,Liban,17,0,1,-1.0,25.0,-0.17
2020-04-04,Lituanie,9,2,0,,14.0,-1.0
2020-04-04,Luxembourg,31,0,1,-1.0,21.0,0.36
2020-04-04,"Macédoine",12,5,1,4.0,13.0,0.75
2020-04-04,Malaisie,53,4,3,0.33,18.0,1.29
2020-04-04,Mali,3,0,0,,6.0,-0.67
2020-04-04,Maroc,48,11,4,1.75,25.0,1.02
2020-04-04,Martinique,3,0,0,,19.0,-1.0
2020-04-04,Maurice,7,0,0,,14.0,-0.63
2020-04-04,Mayotte,2,0,1,-1.0,4.0,-1.0
2020-04-04,Mexique,50,10,13,-0.23,16.0,1.07
2020-04-04,Moldavie,8,4,2,1.0,17.0,0.38
2020-04-04,Montenegro,2,0,0,,12.0,-1.0
2020-04-04,Niger,5,3,0,,10.0,-1.0
2020-04-04,"Nigéria",4,0,2,-1.0,12.0,-1.0
2020-04-04,"Norvège",59,3,9,-0.67,21.0,0.25
2020-04-04,"Ouzbékistan",2,0,0,,8.0,-1.0
2020-04-04,Pakistan,40,1,6,-0.83,16.0,1.06
2020-04-04,Paraguay,3,0,0,,14.0,
2020-04-04,Pays-Bas,1490,166,149,0.11,29.0,0.15
2020-04-04,Philippines,136,8,29,-0.72,62.0,0.29
2020-04-04,Pologne,71,8,14,-0.43,23.0,0.78
2020-04-04,Portugal,246,20,37,-0.46,18.0,0.03
2020-04-04,"Pérou",61,12,6,1.0,15.0,0.46
2020-04-04,Qatar,3,0,0,,7.0,-1.0
2020-04-04,Roumanie,133,13,18,-0.28,13.0,0.34
2020-04-04,Royaume-Uni,3611,709,685,0.04,30.0,0.22
2020-04-04,"Rép. Dém. du Congo",13,5,0,,14.0,0.0
2020-04-04,"République Dominicaine",68,0,8,-1.0,18.0,0.21
2020-04-04,"République Tchèque",53,6,9,-0.33,13.0,0.3
2020-04-04,Saint-Marin,30,2,0,,32.0,-0.92
2020-04-04,Serbie,39,5,8,-0.38,15.0,-0.19
2020-04-04,Singapour,5,1,1,0.0,14.0,-0.33
2020-04-04,"Slovénie",20,2,3,-0.33,21.0,-0.46
2020-04-04,"Sri Lanka",4,1,0,,7.0,-0.75
2020-04-04,Suisse,591,75,55,0.36,30.0,0.16
2020-04-04,"Suède",358,15,50,-0.7,24.0,1.01
2020-04-04,Syrie,2,0,0,,6.0,-0.5
2020-04-04,"Taïwan",5,0,0,,48.0,-1.0
2020-04-04,"Thaïlande",19,1,4,-0.75,34.0,0.23
2020-04-04,Togo,3,0,1,-1.0,8.0,-1.0
2020-04-04,"Trinité-et-Tobago",6,0,1,-1.0,10.0,-1.0
2020-04-04,Tunisie,18,0,4,-1.0,16.0,-0.2
2020-04-04,Turquie,425,76,69,0.1,18.0,0.27
2020-04-04,Ukraine,27,5,5,0.0,22.0,0.36
2020-04-04,Uruguay,4,1,0,,6.0,-0.33
2020-04-04,Venezuela,7,0,2,-1.0,8.0,-0.75
2020-04-04,"Égypte",66,5,8,-0.38,27.0,0.44
2020-04-04,"Émirats Arabes Unis",9,1,1,0.0,15.0,0.1
2020-04-04,"Équateur",145,27,25,0.08,21.0,0.89
2020-04-04,"États-Unis",7087,1320,1161,0.14,35.0,0.19
2020-04-05,Afghanistan,7,0,1,-1.0,14.0,-1.0
2020-04-05,"Afrique du Sud",9,2,0,,9.0,-0.25
2020-04-05,Albanie,20,0,3,-1.0,25.0,0.6
2020-04-05,"Algérie",130,22,25,-0.12,24.0,0.53
2020-04-05,Allemagne,1444,140,169,-0.17,27.0,0.06
2020-04-05,Andorre,17,1,1,0.0,14.0,-0.05
2020-04-05,Angola,2,0,0,,7.0,-1.0
2020-04-05,"Arabie Saoudite",29,5,4,0.25,12.0,0.15
2020-04-05,Argentine,43,1,4,-0.75,28.0,1.17
2020-04-05,"Arménie",7,0,0,,10.0,0.0
2020-04-05,Australie,30,5,2,1.5,35.0,0.36
2020-04-05,Autres,13,0,0,,45.0,-1.0
2020-04-05,Autriche,186,18,18,0.0,24.0,0.05
2020-04-05,"Azerbaïdjan",5,2,0,,23.0,-1.0
2020-04-05,Bahamas,4,0,3,-1.0,4.0,-1.0
2020-04-05,"Bahreïn",4,0,0,,20.0,
2020-04-05,Bangladesh,8,1,2,-0.5,18.0,-0.75
2020-04-05,Belgique,1283,164,140,0.17,25.0,0.21
2020-04-05,Bolivie,10,0,1,-1.0,7.0,0.02
2020-04-05,"Bosnie-Herzégovine",21,2,4,-0.5,15.0,0.6
2020-04-05,"Brésil",445,41,86,-0.52,19.0,0.31
2020-04-05,Bulgarie,17,3,3,0.0,25.0,-0.56
2020-04-05,"Burkina Faso",16,1,0,,18.0,-0.67
2020-04-05,"Bélarus",5,3,1,2.0,5.0,0.5
2020-04-05,Cameroun,9,0,1,-1.0,11.0,-0.5
2020-04-05,Canada,218,41,39,0.05,27.0,1.02
2020-04-05,Chili,27,7,5,0.4,14.0,0.59
2020-04-05,Chypre,11,-2,0,,14.0,-0.3
2020-04-05,Colombie,32,3,7,-0.57,14.0,0.34
2020-04-05,"Congo (Brazzaville)",2,3,0,,3.0,-1.0
2020-04-05,"Corée du Sud",177,6,3,1.0,45.0,0.05
2020-04-05,"Costa Rica",2,0,0,,17.0,
2020-04-05,Croatie,12,3,4,-0.25,17.0,0.44
2020-04-05,Cuba,6,2,0,,18.0,0.0
2020-04-05,Danemark,161,18,22,-0.18,22.0,0.25
2020-04-05,"El Salvador",3,0,1,-1.0,5.0,-1.0
2020-04-05,Espagne,11947,694,749,-0.07,33.0,-0.01
2020-04-05,Estonie,13,2,1,1.0,11.0,0.69
2020-04-05,Finlande,25,3,5,-0.4,15.0,0.52
2020-04-05,France,7560,518,1053,-0.51,50.0,0.22
2020-04-05,"Fédération de Russie",43,2,9,-0.78,17.0,0.87
2020-04-05,Ghana,5,0,0,,15.0,
2020-04-05,"Grèce",68,5,5,0.0,25.0,0.43
2020-04-05,Guadeloupe,7,0,0,,14.0,-1.0
2020-04-05,Guatemala,2,0,1,-1.0,20.0,-1.0
2020-04-05,Honduras,15,7,0,,10.0,-0.28
2020-04-05,Hong-Kong,4,0,0,,61.0,
2020-04-05,Hongrie,32,2,6,-0.67,21.0,0.75
2020-04-05,Inde,86,13,14,-0.07,25.0,0.91
2020-04-05,"Indonésie",191,7,10,-0.3,25.0,0.0
2020-04-05,Iraq,56,5,2,1.5,32.0,0.0
2020-04-05,Irlande,137,21,17,0.24,25.0,0.2
2020-04-05,Islande,4,0,0,,21.0,-1.0
2020-04-05,"Israël",44,5,4,0.25,15.0,0.45
2020-04-05,Italie,15362,525,681,-0.23,44.0,-0.04
2020-04-05,"Jamaïque",3,0,0,,17.0,-1.0
2020-04-05,Japon,77,0,14,-1.0,52.0,2.28
2020-04-05,Jordanie,5,0,0,,9.0,-0.5
2020-04-05,Kazakhstan,5,1,-1,-2.0,10.0,-1.08
2020-04-05,Kenya,4,0,0,,10.0,-0.75
2020-04-05,Liban,17,1,0,,26.0,-0.17
2020-04-05,Lituanie,11,2,2,0.0,15.0,-0.67
2020-04-05,Luxembourg,31,5,0,,22.0,0.42
2020-04-05,"Macédoine",17,1,5,-0.8,14.0,0.45
2020-04-05,Malaisie,57,4,4,0.0,19.0,0.29
2020-04-05,Mali,3,2,0,,7.0,-0.67
2020-04-05,Maroc,59,11,11,0.0,26.0,1.09
2020-04-05,Martinique,3,1,0,,20.0,-1.0
2020-04-05,Maurice,7,0,0,,15.0,-0.63
2020-04-05,Mayotte,2,0,0,,5.0,-1.0
2020-04-05,Mexique,60,19,10,0.9,17.0,1.2
2020-04-05,Moldavie,12,3,4,-0.25,18.0,0.25
2020-04-05,Montenegro,2,0,0,,13.0,-1.0
2020-04-05,Niger,8,2,3,-0.33,11.0,-0.78
2020-04-05,"Nigéria",4,1,0,,13.0,-1.0
2020-04-05,"Norvège",62,9,3,2.0,22.0,0.61
2020-04-05,Oman,2,0,1,-1.0,5.0,-1.0
2020-04-05,"Ouzbékistan",2,0,0,,9.0,
2020-04-05,Pakistan,41,6,1,5.0,17.0,1.63
2020-04-05,Paraguay,3,0,0,,15.0,
2020-04-05,Pays-Bas,1656,115,166,-0.31,30.0,0.04
2020-04-05,Philippines,144,8,8,0.0,63.0,0.41
2020-04-05,Pologne,79,15,8,0.88,24.0,0.76
2020-04-05,Portugal,266,29,20,0.45,19.0,0.13
2020-04-05,"Pérou",73,10,12,-0.17,16.0,0.52
2020-04-05,Qatar,3,1,0,,8.0,-1.0
2020-04-05,Roumanie,146,5,13,-0.62,14.0,0.32
2020-04-05,Royaume-Uni,4320,623,709,-0.12,31.0,0.23
2020-04-05,"Rép. Dém. du Congo",18,0,5,-1.0,15.0,0.0
2020-04-05,"République Dominicaine",68,14,0,,19.0,0.18
2020-04-05,"République Tchèque",59,8,6,0.33,14.0,0.14
2020-04-05,"Saint Martin",2,0,1,-1.0,6.0,-1.0
2020-04-05,Saint-Marin,32,0,2,-1.0,33.0,-0.92
2020-04-05,Serbie,44,7,5,0.4,16.0,-0.01
2020-04-05,Singapour,6,0,1,-1.0,15.0,-0.5
2020-04-05,"Slovénie",22,6,2,2.0,22.0,0.03
2020-04-05,"Sri Lanka",5,0,1,-1.0,8.0,-0.75
2020-04-05,Suisse,666,49,75,-0.35,31.0,0.1
2020-04-05,"Suède",373,28,15,0.87,25.0,0.99
2020-04-05,Syrie,2,0,0,,7.0,-0.5
2020-04-05,"Sénégal",2,0,1,-1.0,4.0,-1.0
2020-04-05,"Taïwan",5,0,0,,49.0,-1.0
2020-04-05,"Thaïlande",20,3,1,2.0,35.0,0.51
2020-04-05,Togo,3,0,0,,9.0,-1.0
2020-04-05,"Trinité-et-Tobago",6,1,0,,11.0,-1.0
2020-04-05,Tunisie,18,4,0,,17.0,0.0
2020-04-05,Turquie,501,73,76,-0.04,19.0,0.2
2020-04-05,Ukraine,32,5,5,0.0,23.0,0.46
2020-04-05,Uruguay,5,0,1,-1.0,7.0,-0.5
2020-04-05,Venezuela,7,0,0,,9.0,-0.67
2020-04-05,"Égypte",71,7,5,0.4,28.0,0.54
2020-04-05,"Émirats Arabes Unis",10,0,1,-1.0,16.0,-0.08
2020-04-05,"Équateur",172,8,27,-0.7,22.0,0.81
2020-04-05,"États-Unis",8407,1212,1320,-0.08,36.0,0.18
2020-04-06,Afghanistan,7,4,0,,15.0,-1.0
2020-04-06,"Afrique du Sud",11,1,2,-0.5,10.0,-0.38
2020-04-06,Albanie,20,1,0,,26.0,0.6
2020-04-06,"Algérie",152,21,22,-0.05,25.0,0.38
2020-04-06,Allemagne,1584,226,140,0.61,28.0,0.13
2020-04-06,Andorre,18,3,1,2.0,15.0,0.29
2020-04-06,Angola,2,0,0,,8.0,
2020-04-06,"Arabie Saoudite",34,4,5,-0.2,13.0,0.28
2020-04-06,Argentine,44,4,1,3.0,29.0,1.17
2020-04-06,"Arménie",7,1,0,,11.0,0.5
2020-04-06,Australie,35,5,5,0.0,36.0,0.43
2020-04-06,Autres,13,0,0,,46.0,-1.0
2020-04-06,Autriche,204,16,18,-0.11,25.0,0.0
2020-04-06,"Azerbaïdjan",7,0,2,-1.0,24.0,-1.0
2020-04-06,Bahamas,4,1,0,,5.0,-1.0
2020-04-06,"Bahreïn",4,0,0,,21.0,
2020-04-06,Bangladesh,9,3,1,2.0,19.0,0.17
2020-04-06,Belgique,1447,185,164,0.13,26.0,0.22
2020-04-06,Bolivie,10,1,0,,8.0,-0.31
2020-04-06,"Bosnie-Herzégovine",23,6,2,2.0,16.0,0.43
2020-04-06,"Brésil",486,78,41,0.9,20.0,0.45
2020-04-06,Bulgarie,20,2,3,-0.33,26.0,-0.4
2020-04-06,"Burkina Faso",17,1,1,0.0,19.0,-0.33
2020-04-06,"Bélarus",8,5,3,0.67,6.0,0.53
2020-04-06,Cameroun,9,0,0,,12.0,-0.33
2020-04-06,Canada,259,80,41,0.95,28.0,0.54
2020-04-06,Chili,34,3,7,-0.57,15.0,0.51
2020-04-06,Chypre,9,0,-2,-1.0,15.0,-0.42
