Date,Pays,Deces,diffDeces0,diffDecesHier,pctgrow,daySince0,moyenne7
2020-03-21,Italie,4032,793,627,0.26,29.0,0.29
2020-03-21,Japon,33,2,4,-0.5,37.0,-0.78
2020-03-21,Kazakhstan,3,-3,3,-2.0,-5.0,-2.0
2020-03-21,Liban,4,0,0,,11.0,-1.0
2020-03-21,Luxembourg,4,4,0,,7.0,-0.33
2020-03-21,Malaisie,3,1,1,0.0,4.0,-0.5
2020-03-21,Maroc,3,0,1,-1.0,11.0,-1.0
2020-03-21,"Norvège",7,0,0,,7.0,-0.89
2020-03-21,Pakistan,3,0,1,-1.0,2.0,-0.75
2020-03-21,Pays-Bas,107,30,30,0.0,15.0,0.98
2020-03-21,Philippines,18,1,1,0.0,48.0,-0.74
2020-03-21,Pologne,5,0,0,,9.0,-0.67
2020-03-21,Portugal,6,6,3,1.0,4.0,0.75
2020-03-21,"Pérou",3,2,3,-0.33,1.0,-0.33
2020-03-21,Royaume-Uni,178,56,40,0.4,16.0,0.45
2020-03-21,"République Dominicaine",2,0,0,,4.0,-1.0
2020-03-21,Saint-Marin,14,6,3,1.0,18.0,-0.33
2020-03-21,Suisse,54,21,13,0.62,16.0,2.35
2020-03-21,"Suède",16,4,5,-0.2,10.0,0.92
2020-03-21,"Taïwan",2,0,1,-1.0,34.0,-1.0
2020-03-21,Turquie,4,5,1,4.0,4.0,0.83
2020-03-21,Ukraine,3,0,1,-1.0,8.0,-1.0
2020-03-21,"Égypte",8,2,2,0.0,13.0,-0.33
2020-03-21,"Émirats Arabes Unis",2,0,2,-1.0,1.0,-1.0
2020-03-21,"Équateur",5,2,2,0.0,7.0,0.0
2020-03-21,"États-Unis",244,63,44,0.43,21.0,1.2
2020-03-22,Albanie,2,0,0,,11.0,-1.0
2020-03-22,"Algérie",15,2,4,-0.5,10.0,-0.17
2020-03-22,Allemagne,84,10,17,-0.41,13.0,0.64
2020-03-22,Argentine,4,0,1,-1.0,14.0,-1.0
2020-03-22,Australie,7,0,0,,21.0,-0.83
2020-03-22,Autres,8,0,1,-1.0,31.0,-1.0
2020-03-22,Autriche,8,8,2,3.0,10.0,0.5
2020-03-22,Bangladesh,2,0,1,-1.0,4.0,-1.0
2020-03-22,Belgique,67,8,30,-0.73,11.0,1.0
2020-03-22,"Brésil",15,10,4,1.5,5.0,0.69
2020-03-22,Bulgarie,3,0,0,,11.0,-1.0
2020-03-22,"Burkina Faso",2,2,1,1.0,4.0,0.0
2020-03-22,Canada,19,2,7,-0.71,13.0,0.55
2020-03-22,"Corée du Sud",102,2,8,-0.75,31.0,0.03
2020-03-22,"Costa Rica",2,0,1,-1.0,3.0,-1.0
2020-03-22,Danemark,13,0,4,-1.0,8.0,-0.19
2020-03-22,Espagne,1375,381,332,0.15,19.0,0.52
2020-03-22,France,562,112,112,0.0,36.0,0.36
2020-03-22,"Grèce",13,2,7,-0.71,11.0,-0.93
2020-03-22,Hong-Kong,4,0,0,,47.0,
2020-03-22,Hongrie,4,2,1,1.0,7.0,-0.17
2020-03-22,Inde,4,3,-1,-4.0,11.0,-1.75
2020-03-22,"Indonésie",38,10,6,0.67,11.0,0.03
2020-03-22,Iraq,17,3,0,,18.0,0.5
2020-03-22,Irlande,3,1,0,,11.0,-1.0
2020-03-22,Italie,4825,651,793,-0.18,30.0,0.11
2020-03-22,Japon,35,1,2,-0.5,38.0,-0.65
2020-03-22,Liban,4,0,0,,12.0,-1.0
2020-03-22,Luxembourg,8,0,4,-1.0,8.0,-0.33
2020-03-22,Malaisie,4,6,1,5.0,5.0,1.33
2020-03-22,Maroc,3,1,0,,12.0,-1.0
2020-03-22,Mexique,2,0,1,-1.0,3.0,-1.0
2020-03-22,"Norvège",7,0,0,,8.0,-0.83
2020-03-22,Pakistan,3,1,0,,3.0,-0.75
2020-03-22,Pays-Bas,137,43,30,0.43,16.0,0.62
2020-03-22,Philippines,19,6,1,5.0,49.0,0.09
2020-03-22,Pologne,5,2,0,,10.0,-0.5
2020-03-22,Portugal,12,2,6,-0.67,5.0,0.47
2020-03-22,"Pérou",5,0,2,-1.0,2.0,-0.67
2020-03-22,Royaume-Uni,234,48,56,-0.14,17.0,0.41
2020-03-22,"République Dominicaine",2,1,0,,5.0,-1.0
2020-03-22,Saint-Marin,20,0,6,-1.0,19.0,-0.5
2020-03-22,Singapour,2,0,2,-1.0,1.0,-1.0
2020-03-22,Suisse,75,23,21,0.1,17.0,2.43
2020-03-22,"Suède",20,1,4,-0.75,11.0,0.82
2020-03-22,"Taïwan",2,0,0,,35.0,-1.0
2020-03-22,Turquie,9,21,5,3.2,5.0,1.43
2020-03-22,Ukraine,3,0,0,,9.0,-1.0
2020-03-22,"Égypte",10,4,2,1.0,14.0,0.0
2020-03-22,"Émirats Arabes Unis",2,0,0,,2.0,-1.0
2020-03-22,"Équateur",7,7,2,2.5,8.0,1.17
2020-03-22,"États-Unis",307,120,63,0.9,22.0,1.29
2020-03-23,Albanie,2,2,0,,12.0,-1.0
2020-03-23,"Algérie",17,0,2,-1.0,11.0,-0.17
2020-03-23,Allemagne,94,29,10,1.9,14.0,0.63
2020-03-23,Argentine,4,0,0,,15.0,-1.0
2020-03-23,Australie,7,0,0,,22.0,-0.83
2020-03-23,Autres,8,0,0,,32.0,-1.0
2020-03-23,Autriche,16,5,8,-0.38,11.0,0.33
2020-03-23,"Bahreïn",2,0,1,-1.0,7.0,-1.0
2020-03-23,Bangladesh,2,1,0,,5.0,-1.0
2020-03-23,Belgique,75,13,8,0.63,12.0,0.94
2020-03-23,"Brésil",25,9,10,-0.1,6.0,0.56
2020-03-23,Bulgarie,3,0,0,,12.0,-1.0
2020-03-23,"Burkina Faso",4,0,2,-1.0,5.0,-0.33
2020-03-23,Canada,21,4,2,1.0,14.0,0.61
2020-03-23,Colombie,2,1,2,-0.5,1.0,-0.5
2020-03-23,"Corée du Sud",104,7,2,2.5,32.0,0.61
2020-03-23,"Costa Rica",2,0,0,,4.0,-1.0
2020-03-23,Danemark,13,11,0,,9.0,-0.23
2020-03-23,Espagne,1756,555,381,0.46,20.0,0.65
2020-03-23,France,674,186,112,0.66,37.0,0.52
2020-03-23,"Grèce",15,2,2,0.0,12.0,-0.68
2020-03-23,Hong-Kong,4,0,0,,48.0,
2020-03-23,Hongrie,6,1,2,-0.5,8.0,0.0
2020-03-23,Inde,7,3,3,0.0,12.0,-1.4
2020-03-23,"Indonésie",48,1,10,-0.9,12.0,-0.16
2020-03-23,Iraq,20,3,3,0.0,19.0,0.4
2020-03-23,Irlande,4,2,1,1.0,12.0,0.0
2020-03-23,Italie,5476,601,651,-0.08,31.0,0.11
2020-03-23,Japon,36,6,1,5.0,39.0,0.48
2020-03-23,Liban,4,0,0,,13.0,-1.0
2020-03-23,Luxembourg,8,0,0,,9.0,-0.33
2020-03-23,Malaisie,10,4,6,-0.33,6.0,0.92
2020-03-23,Maroc,4,0,1,-1.0,13.0,-1.0
2020-03-23,Maurice,2,0,1,-1.0,2.0,-0.5
2020-03-23,Mexique,2,1,0,,4.0,-1.0
2020-03-23,"Norvège",7,3,0,,9.0,-0.83
2020-03-23,Pakistan,4,2,1,1.0,4.0,-0.17
2020-03-23,Pays-Bas,180,34,43,-0.21,17.0,0.66
2020-03-23,Philippines,25,8,6,0.33,50.0,0.26
2020-03-23,Pologne,7,1,2,-0.5,11.0,-0.5
2020-03-23,Portugal,14,9,2,3.5,6.0,0.97
2020-03-23,"Pérou",5,0,0,,3.0,-0.67
2020-03-23,Roumanie,3,4,3,0.33,1.0,0.33
2020-03-23,Royaume-Uni,282,54,48,0.13,18.0,0.35
2020-03-23,"République Dominicaine",3,0,1,-1.0,6.0,-1.0
2020-03-23,Saint-Marin,20,0,0,,20.0,-0.5
2020-03-23,Serbie,2,1,1,0.0,3.0,-0.5
2020-03-23,Singapour,2,0,0,,2.0,-1.0
2020-03-23,"Slovénie",2,1,1,0.0,9.0,0.0
2020-03-23,Suisse,98,22,23,-0.04,18.0,1.71
2020-03-23,"Suède",21,4,1,3.0,12.0,0.96
2020-03-23,"Taïwan",2,0,0,,36.0,-1.0
2020-03-23,Tunisie,3,0,2,-1.0,4.0,-1.0
2020-03-23,Turquie,30,7,21,-0.67,6.0,1.01
2020-03-23,Ukraine,3,0,0,,10.0,-1.0
2020-03-23,"Égypte",14,5,4,0.25,15.0,0.05
2020-03-23,"Émirats Arabes Unis",2,0,0,,3.0,-1.0
2020-03-23,"Équateur",14,4,7,-0.43,9.0,0.77
2020-03-23,"États-Unis",427,125,120,0.04,23.0,1.09
2020-03-24,Albanie,4,1,2,-0.5,13.0,-0.75
2020-03-24,"Algérie",17,2,0,,12.0,-0.17
2020-03-24,Allemagne,123,34,29,0.17,15.0,0.63
2020-03-24,Argentine,4,2,0,,16.0,-1.0
2020-03-24,Australie,7,1,0,,23.0,-0.83
2020-03-24,Autriche,21,7,5,0.4,12.0,0.61
2020-03-24,"Bahreïn",2,1,0,,8.0,-1.0
2020-03-24,Bangladesh,3,1,1,0.0,6.0,-0.67
2020-03-24,Belgique,88,34,13,1.62,13.0,0.6
2020-03-24,"Brésil",34,12,9,0.33,7.0,0.53
2020-03-24,Bulgarie,3,0,0,,13.0,-1.0
2020-03-24,"Burkina Faso",4,0,0,,6.0,-0.33
2020-03-24,Canada,25,1,4,-0.75,15.0,0.6
2020-03-24,Chili,2,0,1,-1.0,2.0,-0.5
2020-03-24,Colombie,3,0,1,-1.0,2.0,-0.75
2020-03-24,"Corée du Sud",111,9,7,0.29,33.0,0.57
2020-03-24,"Costa Rica",2,0,0,,5.0,-1.0
2020-03-24,Danemark,24,8,11,-0.27,10.0,-0.29
2020-03-24,Espagne,2311,497,555,-0.1,21.0,0.27
2020-03-24,France,860,240,186,0.29,38.0,0.52
2020-03-24,Ghana,2,0,1,-1.0,3.0,-1.0
2020-03-24,"Grèce",17,3,2,0.5,13.0,-0.44
2020-03-24,Hong-Kong,4,0,0,,49.0,
2020-03-24,Hongrie,7,2,1,1.0,9.0,0.25
2020-03-24,Inde,10,0,3,-1.0,13.0,-1.33
2020-03-24,"Indonésie",49,6,1,5.0,13.0,0.7
2020-03-24,Iraq,23,4,3,0.33,20.0,0.39
2020-03-24,Irlande,6,1,2,-0.5,13.0,-0.17
2020-03-24,Italie,6077,743,601,0.24,32.0,0.14
2020-03-24,Japon,42,1,6,-0.83,40.0,0.43
2020-03-24,Liban,4,0,0,,14.0,-1.0
2020-03-24,Luxembourg,8,0,0,,10.0,-0.33
2020-03-24,"Macédoine",2,0,1,-1.0,2.0,-0.5
2020-03-24,Malaisie,14,2,4,-0.5,7.0,0.63
2020-03-24,Maroc,4,1,0,,14.0,-1.0
2020-03-24,Maurice,2,0,0,,3.0,-0.5
2020-03-24,Mexique,3,1,1,0.0,5.0,-0.67
2020-03-24,"Norvège",10,2,3,-0.33,10.0,-0.67
2020-03-24,Pakistan,6,1,2,-0.5,5.0,-0.25
2020-03-24,Pays-Bas,214,63,34,0.85,18.0,0.24
2020-03-24,Philippines,33,2,8,-0.75,51.0,0.3
2020-03-24,Pologne,8,2,1,1.0,12.0,-0.17
2020-03-24,Portugal,23,10,9,0.11,7.0,0.85
2020-03-24,"Pérou",5,2,0,,4.0,-0.67
2020-03-24,Roumanie,7,4,4,0.0,2.0,0.17
2020-03-24,Royaume-Uni,336,87,54,0.61,19.0,0.62
2020-03-24,"République Dominicaine",3,3,0,,7.0,-1.0
2020-03-24,Saint-Marin,20,1,0,,21.0,-0.33
2020-03-24,Serbie,3,0,1,-1.0,4.0,-0.67
2020-03-24,Singapour,2,0,0,,3.0,-1.0
2020-03-24,"Slovénie",3,1,1,0.0,10.0,0.0
2020-03-24,Suisse,120,2,22,-0.91,19.0,1.56
2020-03-24,"Suède",25,11,4,1.75,13.0,1.3
2020-03-24,"Taïwan",2,0,0,,37.0,-1.0
2020-03-24,Tunisie,3,1,0,,5.0,-1.0
2020-03-24,Turquie,37,7,7,0.0,7.0,0.84
2020-03-24,Ukraine,3,0,0,,11.0,-1.0
2020-03-24,"Égypte",19,1,5,-0.8,16.0,-0.09
2020-03-24,"Émirats Arabes Unis",2,0,0,,4.0,-1.0
2020-03-24,"Équateur",18,9,4,1.25,10.0,0.86
2020-03-24,"États-Unis",552,154,125,0.23,24.0,1.11
2020-03-25,Albanie,5,0,1,-1.0,14.0,-0.83
2020-03-25,"Algérie",19,2,2,0.0,13.0,-0.14
2020-03-25,Allemagne,157,49,34,0.44,16.0,0.75
2020-03-25,Argentine,6,2,2,0.0,17.0,-0.67
2020-03-25,Australie,8,0,1,-1.0,24.0,-1.0
2020-03-25,Autriche,28,2,7,-0.71,13.0,0.39
2020-03-25,"Bahreïn",3,1,1,0.0,9.0,-0.5
2020-03-25,Bangladesh,4,1,1,0.0,7.0,-0.5
2020-03-25,Belgique,122,56,34,0.65,14.0,0.72
2020-03-25,"Bosnie-Herzégovine",3,0,2,-1.0,4.0,-1.0
2020-03-25,"Brésil",46,13,12,0.08,8.0,0.4
2020-03-25,Bulgarie,3,0,0,,14.0,-1.0
2020-03-25,"Burkina Faso",4,0,0,,7.0,-0.33
2020-03-25,Canada,26,4,1,3.0,16.0,0.74
2020-03-25,Chili,2,1,0,,3.0,-0.5
2020-03-25,Chypre,3,0,2,-1.0,3.0,-1.0
2020-03-25,Colombie,3,1,0,,3.0,-0.75
2020-03-25,"Corée du Sud",120,6,9,-0.33,34.0,0.59
2020-03-25,"Costa Rica",2,0,0,,6.0,-1.0
2020-03-25,Danemark,32,2,8,-0.75,11.0,-0.24
2020-03-25,Espagne,2808,839,497,0.69,22.0,0.44
2020-03-25,France,1100,231,240,-0.04,39.0,0.18
2020-03-25,Ghana,2,2,0,,4.0,-1.0
2020-03-25,"Grèce",20,2,3,-0.33,14.0,-0.31
2020-03-25,Hong-Kong,4,0,0,,50.0,
2020-03-25,Hongrie,9,1,2,-0.5,10.0,0.1
2020-03-25,Inde,10,2,0,,14.0,-1.4
2020-03-25,"Indonésie",55,3,6,-0.5,14.0,0.53
2020-03-25,Iraq,27,2,4,-0.5,21.0,0.31
2020-03-25,Irlande,7,2,1,1.0,14.0,0.13
2020-03-25,Islande,2,0,1,-1.0,10.0,-1.33
2020-03-25,"Israël",3,2,2,0.0,4.0,-0.5
2020-03-25,Italie,6820,683,743,-0.08,33.0,0.08
2020-03-25,Japon,43,2,1,1.0,41.0,0.83
2020-03-25,Liban,4,2,0,,15.0,-1.0
2020-03-25,Lituanie,2,2,1,1.0,4.0,0.0
2020-03-25,Luxembourg,8,0,0,,11.0,-0.33
2020-03-25,"Macédoine",2,1,0,,3.0,-0.5
2020-03-25,Malaisie,16,4,2,1.0,8.0,1.03
2020-03-25,Maroc,5,1,1,0.0,15.0,-0.67
2020-03-25,Maurice,2,0,0,,4.0,-0.5
2020-03-25,Mexique,4,1,1,0.0,6.0,-0.5
2020-03-25,"Norvège",12,2,2,0.0,11.0,-0.5
2020-03-25,Pakistan,7,1,1,0.0,6.0,-0.2
2020-03-25,Paraguay,2,1,1,0.0,4.0,-0.5
2020-03-25,Pays-Bas,277,80,63,0.27,19.0,0.31
2020-03-25,Philippines,35,3,2,0.5,52.0,0.33
2020-03-25,Pologne,10,4,2,1.0,13.0,0.5
2020-03-25,Portugal,33,10,10,0.0,8.0,0.85
2020-03-25,"Pérou",7,2,2,0.0,5.0,-0.44
2020-03-25,Roumanie,11,6,4,0.5,3.0,0.28
2020-03-25,Royaume-Uni,423,43,87,-0.51,20.0,0.46
2020-03-25,"Rép. Dém. du Congo",2,0,1,-1.0,4.0,-1.0
2020-03-25,"République Dominicaine",6,4,3,0.33,8.0,-0.56
2020-03-25,"République Tchèque",3,3,2,0.5,3.0,-0.25
2020-03-25,Saint-Marin,21,0,1,-1.0,22.0,-0.5
2020-03-25,Serbie,3,1,0,,5.0,-0.67
2020-03-25,Singapour,2,0,0,,4.0,-1.0
2020-03-25,"Slovénie",4,1,1,0.0,11.0,0.0
2020-03-25,Suisse,122,31,2,14.5,20.0,3.75
2020-03-25,"Suède",36,26,11,1.36,14.0,1.21
2020-03-25,"Taïwan",2,0,0,,38.0,-1.0
2020-03-25,"Thaïlande",4,0,3,-1.0,24.0,-1.0
2020-03-25,Tunisie,4,1,1,0.0,6.0,-0.67
2020-03-25,Turquie,44,15,7,1.14,8.0,1.2
2020-03-25,Ukraine,3,2,0,,12.0,-1.0
2020-03-25,"Égypte",20,1,1,0.0,17.0,-0.09
2020-03-25,"Émirats Arabes Unis",2,0,0,,5.0,-1.0
2020-03-25,"Équateur",27,1,9,-0.89,11.0,0.57
2020-03-25,"États-Unis",706,236,154,0.53,25.0,1.27
2020-03-26,Afghanistan,2,2,1,1.0,4.0,0.0
2020-03-26,Albanie,5,1,0,,15.0,-0.75
2020-03-26,"Algérie",21,4,2,1.0,14.0,0.08
2020-03-26,Allemagne,206,61,49,0.24,17.0,0.36
2020-03-26,"Arabie Saoudite",2,1,1,0.0,2.0,0.0
2020-03-26,Argentine,8,1,2,-0.5,18.0,-0.63
2020-03-26,Australie,8,5,0,,25.0,-1.0
2020-03-26,Autriche,30,19,2,8.5,14.0,1.64
2020-03-26,"Azerbaïdjan",2,1,1,0.0,13.0,0.0
2020-03-26,"Bahreïn",4,0,1,-1.0,10.0,-0.67
2020-03-26,Bangladesh,5,0,1,-1.0,8.0,-0.5
2020-03-26,Belgique,178,42,56,-0.25,15.0,0.58
2020-03-26,"Bosnie-Herzégovine",3,0,0,,5.0,-1.0
2020-03-26,"Brésil",59,18,13,0.38,9.0,0.38
2020-03-26,Bulgarie,3,0,0,,15.0,-1.0
2020-03-26,"Burkina Faso",4,3,0,,8.0,0.0
2020-03-26,Canada,30,8,4,1.0,17.0,0.98
2020-03-26,Chili,3,1,1,0.0,4.0,-0.33
2020-03-26,Chypre,3,0,0,,4.0,-1.0
2020-03-26,Colombie,4,2,1,1.0,4.0,-0.17
2020-03-26,"Corée du Sud",126,5,6,-0.17,35.0,0.38
2020-03-26,"Costa Rica",2,0,0,,7.0,-1.0
2020-03-26,Danemark,34,7,2,2.5,12.0,0.22
2020-03-26,Espagne,3647,718,839,-0.14,23.0,0.23
2020-03-26,Finlande,3,2,2,0.0,5.0,-0.5
2020-03-26,France,1331,365,231,0.58,40.0,0.24
2020-03-26,"Fédération de Russie",3,0,2,-1.0,7.0,-1.0
2020-03-26,Ghana,4,0,2,-1.0,5.0,-1.0
2020-03-26,"Grèce",22,4,2,1.0,15.0,-0.09
2020-03-26,Hong-Kong,4,0,0,,51.0,
2020-03-26,Hongrie,10,0,1,-1.0,11.0,-0.08
2020-03-26,Inde,12,8,2,3.0,15.0,-0.67
2020-03-26,"Indonésie",58,20,3,5.67,15.0,1.42
2020-03-26,Iraq,29,7,2,2.5,22.0,0.72
2020-03-26,Irlande,9,10,2,4.0,15.0,0.9
2020-03-26,Islande,2,0,0,,11.0,-1.33
2020-03-26,"Israël",5,3,2,0.5,5.0,-0.17
2020-03-26,Italie,7503,712,683,0.04,34.0,0.1
2020-03-26,Japon,45,2,2,0.0,42.0,0.69
2020-03-26,Liban,6,0,2,-1.0,16.0,-1.0
2020-03-26,Lituanie,4,0,2,-1.0,5.0,-0.33
2020-03-26,Luxembourg,8,1,0,,12.0,-1.0
2020-03-26,"Macédoine",3,0,1,-1.0,4.0,-0.67
2020-03-26,Malaisie,20,3,4,-0.25,9.0,0.82
2020-03-26,Maroc,6,5,1,4.0,16.0,0.5
2020-03-26,Maurice,2,0,0,,5.0,-0.5
2020-03-26,Mexique,5,1,1,0.0,7.0,-0.4
2020-03-26,"Norvège",14,0,2,-1.0,12.0,-0.58
2020-03-26,Pakistan,8,1,1,0.0,7.0,-0.17
2020-03-26,Paraguay,3,0,1,-1.0,5.0,-0.67
2020-03-26,Pays-Bas,357,78,80,-0.03,20.0,0.27
2020-03-26,Philippines,38,7,3,1.33,53.0,0.7
2020-03-26,Pologne,14,2,4,-0.5,14.0,0.25
2020-03-26,Portugal,43,17,10,0.7,9.0,0.95
2020-03-26,"Pérou",9,0,2,-1.0,6.0,-0.58
2020-03-26,Roumanie,17,6,6,0.0,4.0,0.21
2020-03-26,Royaume-Uni,466,114,43,1.65,21.0,0.25
2020-03-26,"Rép. Dém. du Congo",2,1,0,,5.0,-1.0
2020-03-26,"République Dominicaine",10,0,4,-1.0,9.0,-0.67
2020-03-26,"République Tchèque",6,3,3,0.0,4.0,-0.17
2020-03-26,Saint-Marin,21,0,0,,23.0,-0.33
2020-03-26,Serbie,4,-3,1,-4.0,6.0,-1.5
2020-03-26,Singapour,2,0,0,,5.0,-1.0
2020-03-26,"Slovénie",5,1,1,0.0,12.0,0.0
2020-03-26,Suisse,153,38,31,0.23,21.0,2.07
2020-03-26,"Suède",62,15,26,-0.42,15.0,1.25
2020-03-26,"Taïwan",2,0,0,,39.0,-1.0
2020-03-26,"Thaïlande",4,0,0,,25.0,-1.0
2020-03-26,Tunisie,5,1,1,0.0,7.0,-0.5
2020-03-26,Turquie,59,16,15,0.07,9.0,1.03
2020-03-26,Ukraine,5,0,2,-1.0,13.0,-1.0
2020-03-26,"Égypte",21,3,1,2.0,18.0,0.41
2020-03-26,"Émirats Arabes Unis",2,0,0,,6.0,-1.0
2020-03-26,"Équateur",28,6,1,5.0,12.0,1.2
2020-03-26,"États-Unis",942,267,236,0.13,26.0,0.26
2020-03-27,Afghanistan,4,0,2,-1.0,5.0,-0.33
2020-03-27,Albanie,6,2,1,1.0,16.0,-0.17
2020-03-27,"Algérie",25,1,4,-0.75,15.0,-0.04
2020-03-27,Allemagne,267,75,61,0.23,18.0,0.33
2020-03-27,Andorre,3,0,2,-1.0,5.0,-1.0
2020-03-27,"Arabie Saoudite",3,0,1,-1.0,3.0,-0.33
2020-03-27,Argentine,9,4,1,3.0,19.0,0.38
2020-03-27,Australie,13,0,5,-1.0,26.0,-1.0
2020-03-27,Autres,10,0,0,,36.0,-1.0
2020-03-27,Autriche,49,9,19,-0.53,15.0,1.71
2020-03-27,"Azerbaïdjan",3,0,1,-1.0,14.0,-0.5
2020-03-27,"Bahreïn",4,0,0,,11.0,-0.67
2020-03-27,Bangladesh,5,0,0,,9.0,-0.5
2020-03-27,Belgique,220,69,42,0.64,16.0,0.49
2020-03-27,"Bosnie-Herzégovine",3,1,0,,6.0,-1.0
2020-03-27,"Brésil",77,15,18,-0.17,10.0,0.26
2020-03-27,Bulgarie,3,0,0,,16.0,
2020-03-27,"Burkina Faso",7,2,3,-0.33,9.0,-0.11
2020-03-27,Canada,38,16,8,1.0,18.0,0.84
2020-03-27,Chili,4,1,1,0.0,5.0,-0.25
2020-03-27,Chypre,3,2,0,,5.0,-1.0
2020-03-27,Colombie,6,0,2,-1.0,5.0,-0.38
2020-03-27,"Corée du Sud",131,8,5,0.6,36.0,0.54
2020-03-27,"Costa Rica",2,0,0,,8.0,-1.0
2020-03-27,Croatie,3,0,2,-1.0,8.0,-1.0
2020-03-27,Cuba,2,0,1,-1.0,9.0,-1.0
2020-03-27,Danemark,41,11,7,0.57,13.0,0.23
2020-03-27,Espagne,4365,773,718,0.08,24.0,0.24
2020-03-27,Finlande,5,2,2,0.0,6.0,-0.33
2020-03-27,France,1696,299,365,-0.18,41.0,0.25
2020-03-27,"Fédération de Russie",3,1,0,,8.0,-1.0
2020-03-27,Ghana,4,0,0,,6.0,-1.0
2020-03-27,"Grèce",26,2,4,-0.5,16.0,-0.01
2020-03-27,Hong-Kong,4,0,0,,52.0,
2020-03-27,Hongrie,10,0,0,,12.0,-0.08
2020-03-27,Inde,20,0,8,-1.0,16.0,-0.83
2020-03-27,"Indonésie",78,9,20,-0.55,16.0,1.32
2020-03-27,Iraq,36,4,7,-0.43,23.0,0.15
2020-03-27,Irlande,19,3,10,-0.7,16.0,0.96
2020-03-27,Islande,2,0,0,,12.0,-1.33
2020-03-27,"Israël",8,4,3,0.33,6.0,-0.04
2020-03-27,Italie,8215,919,712,0.29,35.0,0.07
2020-03-27,Japon,47,2,2,0.0,43.0,0.6
2020-03-27,Liban,6,2,0,,17.0,-1.0
2020-03-27,Lituanie,4,1,0,,6.0,-0.33
2020-03-27,Luxembourg,9,6,1,5.0,13.0,2.0
2020-03-27,"Macédoine",3,0,0,,5.0,-0.67
2020-03-27,Malaisie,23,3,3,0.0,10.0,0.7
2020-03-27,Maroc,11,12,5,1.4,17.0,0.68
2020-03-27,Maurice,2,0,0,,6.0,-0.5
2020-03-27,Mexique,6,2,1,1.0,8.0,0.0
2020-03-27,"Norvège",14,5,0,,13.0,-0.44
2020-03-27,Pakistan,9,2,1,1.0,8.0,0.08
2020-03-27,Paraguay,3,0,0,,6.0,-0.67
2020-03-27,Pays-Bas,435,112,78,0.44,21.0,0.25
2020-03-27,Philippines,45,9,7,0.29,54.0,0.96
2020-03-27,Pologne,16,0,2,-1.0,15.0,0.0
2020-03-27,Portugal,60,16,17,-0.06,10.0,0.66
2020-03-27,"Pérou",9,2,0,,7.0,-0.58
2020-03-27,Roumanie,23,3,6,-0.5,5.0,0.07
2020-03-27,Royaume-Uni,580,181,114,0.59,22.0,0.39
2020-03-27,"Rép. Dém. du Congo",3,0,1,-1.0,6.0,-1.0
2020-03-27,"République Dominicaine",10,10,0,,10.0,-0.56
2020-03-27,"République Tchèque",9,0,3,-1.0,5.0,-0.38
2020-03-27,Saint-Marin,21,0,0,,24.0,-0.33
2020-03-27,Singapour,2,0,0,,6.0,-1.0
2020-03-27,"Slovénie",6,3,1,2.0,13.0,0.4
2020-03-27,Suisse,191,40,38,0.05,22.0,2.08
2020-03-27,"Suède",77,28,15,0.87,16.0,0.8
2020-03-27,"Taïwan",2,0,0,,40.0,-1.0
2020-03-27,"Thaïlande",4,1,0,,26.0,-1.0
2020-03-27,Tunisie,6,0,1,-1.0,8.0,-0.5
2020-03-27,Turquie,75,17,16,0.06,10.0,1.12
2020-03-27,Ukraine,5,0,0,,14.0,-1.0
2020-03-27,"Égypte",24,6,3,1.0,19.0,0.49
2020-03-27,"Émirats Arabes Unis",2,0,0,,7.0,-1.0
2020-03-27,"Équateur",34,2,6,-0.67,13.0,0.97
2020-03-27,"États-Unis",1209,372,267,0.39,27.0,0.38
2020-03-28,Afghanistan,4,0,0,,6.0,-0.33
2020-03-28,Albanie,8,2,2,0.0,17.0,-0.13
2020-03-28,"Algérie",26,3,1,2.0,16.0,0.13
2020-03-28,Allemagne,342,91,75,0.21,19.0,0.4
2020-03-28,Andorre,3,0,0,,6.0,-1.0
2020-03-28,"Arabie Saoudite",3,1,0,,4.0,-0.33
2020-03-28,Argentine,13,5,4,0.25,20.0,0.35
2020-03-28,Australie,13,1,0,,27.0,-1.0
2020-03-28,Autres,10,0,0,,37.0,-1.0
2020-03-28,Autriche,58,10,9,0.11,16.0,1.49
2020-03-28,"Azerbaïdjan",3,1,0,,15.0,-0.5
2020-03-28,"Bahreïn",4,0,0,,12.0,-0.67
2020-03-28,Bangladesh,5,0,0,,10.0,-0.5
2020-03-28,Belgique,289,64,69,-0.07,17.0,0.35
2020-03-28,"Bosnie-Herzégovine",4,1,1,0.0,7.0,-0.67
2020-03-28,"Brésil",92,19,15,0.27,11.0,0.33
2020-03-28,Bulgarie,3,4,0,,17.0,
2020-03-28,"Burkina Faso",9,2,2,0.0,10.0,-0.08
2020-03-28,Cameroun,2,0,1,-1.0,3.0,-1.0
2020-03-28,Canada,54,7,16,-0.56,19.0,0.57
2020-03-28,Chili,5,1,1,0.0,6.0,-0.2
2020-03-28,Chypre,5,0,2,-1.0,6.0,-1.0
2020-03-28,Colombie,6,0,0,,6.0,-0.38
2020-03-28,"Corée du Sud",139,5,8,-0.38,37.0,0.25
2020-03-28,"Costa Rica",2,0,0,,9.0,-1.0
2020-03-28,Croatie,3,2,0,,9.0,-1.0
